Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
8/29/2016,Brisbane,11,23.7,0,4.4,10.8,ENE,24,SW,NE,6,11,65,48,1026.6,1024,1,1,17.4,22.3,No,No
2/1/2009,Melbourne,20.3,33.8,0,7.6,7.1,SSW,39,SSW,ESE,11,11,68,41,1016.5,1012,7,7,22.9,31.4,No,No
3/4/2016,Sydney,22.8,28.3,0,9.6,10.1,NE,39,N,NE,20,24,70,53,1022,1020.1,7,2,24.9,26.9,No,No
3/28/2010,CoffsHarbour,19,27.7,0,4.6,9,NE,39,NW,NE,13,22,79,64,1020.4,1017.6,7,3,23.4,26.6,No,No
11/15/2009,WaggaWagga,15.9,38.3,0,9.8,12.7,WSW,50,NE,W,9,30,31,11,1010,1006.4,3,7,27.5,36.7,No,No
11/11/2011,NorfolkIsland,15.4,22.5,0,5.8,8.3,WSW,31,W,SW,13,24,68,63,1020.6,1018.5,7,6,20.1,21.1,No,No
9/25/2009,Brisbane,10.1,28.4,0,10.6,11.2,NNE,30,SW,NE,7,13,31,29,1017.8,1012.7,0,0,22.2,25.9,No,No
8/10/2012,Townsville,10,27.2,0,5.4,10.7,SSW,43,N,S,6,31,65,18,1018.7,1015.7,0,0,19.3,26.5,No,No
10/29/2009,Melbourne,11.1,30.6,0,4,9.2,SSW,46,E,SSW,7,17,68,36,1022.4,1018.3,4,5,16.8,29.1,No,No
1/12/2014,SydneyAirport,21,27.9,0,10.4,10.3,SE,37,S,SE,19,26,80,65,1017.8,1017,2,3,23.5,26.3,No,No
2/16/2012,Brisbane,19.6,29.4,0,9.6,11.6,SE,31,SSE,ESE,9,13,60,53,1017.8,1015.4,2,2,26.5,28.1,No,No
1/28/2012,Sale,14.4,28.7,0,6.2,12.8,ESE,37,SSW,ESE,11,24,80,51,1013.3,1010.1,4,2,19.9,27.5,No,No
11/20/2010,Brisbane,20,25.5,0.2,5.4,0.6,ESE,41,SE,SE,13,11,56,66,1021.7,1020.5,7,7,24.2,23,No,No
2/28/2014,Watsonia,9.5,24.4,0,6.4,11.8,SW,35,SSE,WSW,7,19,69,43,1023.6,1021,2,1,14,23.7,No,No
10/11/2014,MelbourneAirport,10.7,21.4,0,6.2,7.5,N,41,WSW,SSE,11,19,74,48,1016.5,1014.2,7,6,14.6,20.4,No,No
12/20/2008,Hobart,8.9,21.4,0,4,8.7,NNW,31,NW,ESE,15,17,55,47,1017.7,1016.7,7,2,16.1,19.8,No,No
2/20/2009,WaggaWagga,16.5,34.5,0,11.2,5.7,S,48,ESE,S,11,20,45,20,1010.1,1008.8,7,6,21.3,30.6,No,No
12/27/2015,MelbourneAirport,9,20.5,1.2,4.4,8.9,SSE,48,SSW,S,13,30,63,39,1022.7,1023.5,6,4,13.7,18.6,Yes,No
4/26/2012,Darwin,21.1,30.2,0,5.8,10.3,SE,44,SE,SE,28,22,65,41,1014.1,1010.1,4,1,23.1,29.7,No,No
5/8/2016,Hobart,10.2,15.3,0,0.6,0,SSW,33,NNE,SSW,7,17,84,78,1016.6,1012.3,7,8,11.3,15.2,No,Yes
12/4/2016,Sydney,19.7,26.9,0,8,9.3,NE,39,E,E,6,26,64,60,1016,1013.1,7,7,23,25.1,No,No
2/21/2011,Perth,21.9,36.3,0,6.6,12.2,NE,39,E,NE,17,20,50,23,1013.4,1008.9,2,2,27.6,35.4,No,No
7/14/2009,SydneyAirport,9.2,17.8,0,3.2,9.7,NW,52,NW,W,24,30,60,36,1007,1004.4,1,2,12.9,16.7,No,No
1/25/2010,NorfolkIsland,17.1,24.9,0,7.2,12,S,28,E,SSE,6,13,56,59,1016.5,1015,1,6,23.4,24.6,No,No
6/17/2014,Mildura,5.9,15.3,1.2,1.4,3.8,S,28,SSW,SSW,6,11,96,58,1031.2,1030.9,3,7,9.7,14.3,Yes,No
8/21/2012,Mildura,6.3,20.6,0,3,4.2,N,48,NNE,N,28,31,42,18,1014.5,1009.8,4,7,12.9,19.8,No,No
3/12/2015,Brisbane,20.9,29.9,0,8,10,E,28,SSE,ESE,7,13,65,46,1014.5,1011.8,7,2,26.2,28.5,No,No
11/16/2015,MelbourneAirport,10.6,27.6,0,6,11.6,NW,35,WNW,SSE,9,28,73,43,1018.6,1014.6,2,3,15.9,26.2,No,No
3/21/2017,Hobart,13.6,16.5,0.6,2,0,SE,22,SW,SE,7,13,91,89,1020.1,1018.2,8,8,14.7,16.3,No,Yes
8/7/2009,Cobar,7.2,19.2,0,4.2,10.1,SW,44,NNW,SW,15,28,40,30,1018.1,1018.4,1,1,15,17.2,No,No
1/10/2016,Mildura,17.5,40.4,0,8.4,12.3,W,35,ENE,W,9,13,29,8,1015.7,1012.7,0,3,26.1,39.3,No,No
3/21/2016,Woomera,16,29.2,0,8,11.2,SE,30,E,WNW,19,9,45,19,1018.2,1015.3,0,0,18.9,28.3,No,No
3/9/2009,Canberra,14.7,25.9,0,5.8,6.1,NE,33,E,N,7,13,74,42,1022.5,1018.9,8,5,15.8,24.4,No,No
8/20/2013,Sale,4.2,10.5,1.4,2.6,8.3,W,57,W,W,31,31,77,68,1014,1012.9,3,5,6.8,9.5,Yes,No
3/1/2013,MelbourneAirport,12.7,23.8,0.2,4.2,12.2,SE,54,SE,SE,15,33,64,34,1022,1020.9,1,1,16.3,22.6,No,No
4/25/2016,MountGambier,7,26.6,0.2,4.6,9.6,NNW,43,N,N,20,22,53,19,1027,1023.9,0,0,16.7,25.8,No,No
8/31/2015,Mildura,-0.3,18.7,0,2.6,10.9,NW,24,ESE,SW,9,13,74,30,1022.5,1018.6,2,0,8.4,17.8,No,No
10/31/2011,Mildura,5.9,21.7,0,7.6,10.2,SSW,46,SSE,SE,15,19,58,28,1027.8,1023.8,8,7,11.5,20.3,No,No
5/6/2017,Hobart,8.4,18.5,0,4,4.3,NW,54,NW,WNW,9,33,68,62,1011.6,1007,6,7,11.1,13.4,No,Yes
4/20/2014,MountGambier,9.4,19.7,0,2.6,5,NW,41,NNW,WNW,19,24,64,59,1017.5,1015.3,6,7,13.9,18.4,No,Yes
8/14/2008,Melbourne,7.4,14.1,0.2,1.6,3.7,WSW,56,WSW,WSW,31,39,75,65,1025.1,1021.7,7,7,10.2,13.3,No,No
10/4/2012,Sydney,14.5,32.2,0,7.2,11.4,WNW,37,W,WNW,9,11,39,16,1018.8,1013.1,0,0,23.9,31.9,No,No
7/15/2008,Hobart,5.7,12.4,0.8,1,3.7,SSE,26,NNW,SSE,11,11,88,69,1023.3,1022.4,7,4,7.1,11.6,No,No
6/27/2013,WaggaWagga,2.3,16,0,1.6,3.8,ESE,19,E,ESE,9,9,86,57,1023.4,1020.6,7,7,6.7,15.7,No,No
2/28/2012,Nuriootpa,15.6,19.8,0,6.8,0,SSE,54,SE,SSE,30,31,55,54,1013.5,1013.4,7,8,17.1,18.7,No,Yes
5/12/2016,Melbourne,14.1,21.4,0.2,2.6,3.7,NW,41,WNW,NW,11,19,70,51,1013.2,1012,7,7,17.4,21.2,No,No
1/4/2014,Sydney,20.1,27.5,0,7.4,11.2,S,57,SSW,E,17,22,60,54,1003.4,1002.3,1,1,22.9,24.6,No,No
12/5/2009,MountGambier,10,20,0.4,5.2,7.1,WSW,39,W,WSW,17,24,73,53,1018.5,1018.5,7,7,16,18.1,No,No
2/14/2016,SydneyAirport,21.4,36.9,0,9.6,10.4,S,52,N,S,13,35,58,82,1008.4,1005.8,1,5,26.4,25.5,No,No
2/16/2011,Williamtown,18.7,26.8,0.4,4.2,4.9,SE,33,WSW,SE,7,20,85,73,1019.7,1016.3,7,6,21.6,26,No,No
3/6/2014,Sydney,21,26.8,1.6,7,5.8,SSW,46,SSW,S,20,22,75,58,1018.6,1018.3,7,7,22.3,25.8,Yes,No
3/21/2012,PerthAirport,15.9,25.7,0,8.2,11.1,E,50,E,E,24,28,45,26,1021.5,1017,3,0,20.6,25.2,No,No
10/24/2012,Brisbane,14.8,25.7,0,8.8,11.9,SE,39,SSE,E,11,19,45,44,1022.1,1017.6,3,2,21.9,24.1,No,No
2/8/2015,Brisbane,20.8,29.9,0.2,7.4,11.9,ENE,22,SSE,ENE,4,11,60,58,1020.5,1017.8,2,1,25.9,28.7,No,No
2/2/2017,Watsonia,10.5,26.2,0,4,12.9,WSW,31,WSW,WSW,7,17,67,35,1016.7,1014.9,5,4,16.9,24.6,No,No
7/19/2013,Woomera,8.3,15.8,0,5,1.5,WSW,59,WNW,W,24,31,87,46,1015.8,1015.1,1,3,10.5,15.4,No,No
8/8/2014,MelbourneAirport,9.9,15.3,0.6,1.4,1.4,WNW,30,NNW,NW,13,13,64,45,1031.2,1029.3,7,7,11.5,13.9,No,No
11/29/2013,Townsville,23.8,30.3,0,11,7.6,ENE,33,E,ENE,20,20,59,56,1012,1008.4,4,6,28.2,29.6,No,No
8/3/2009,Hobart,5.4,12.3,2,1.8,8.3,WSW,63,W,NW,30,24,43,39,1008.5,1010.5,1,2,8.5,11.5,Yes,Yes
10/2/2012,Williamtown,9.3,20.3,0.8,3.6,10.3,SSE,39,SSW,SE,15,22,63,48,1032.8,1029.7,4,1,17.3,19.1,No,No
12/24/2013,CoffsHarbour,19.7,24.5,0,7,2.8,WSW,43,S,SSW,24,26,75,81,1015.5,1016.4,7,8,24.4,22.2,No,No
4/5/2013,Watsonia,7.5,24.8,0,3,8.4,N,20,NE,ENE,6,9,99,48,1030.3,1026.7,3,7,9.8,23.7,No,No
12/22/2009,Sale,11.1,24.4,0,5.6,8.2,SE,35,S,SE,13,22,77,62,1012.5,1012,7,5,18.7,21.9,No,No
1/9/2016,NorfolkIsland,20.6,24.3,1.8,4.8,6.2,SSW,37,S,SSW,15,17,88,77,1012.9,1012.5,7,7,22,22.5,Yes,No
6/27/2012,Darwin,17.3,30.4,0,5.8,10.7,SE,39,SE,SE,22,13,42,26,1016.1,1011.5,0,0,19.7,29.1,No,No
12/18/2008,Brisbane,20.3,30.8,0,8.4,12.6,N,37,N,NE,7,19,49,61,1010.6,1005.4,1,2,28.2,28.2,No,Yes
10/7/2011,WaggaWagga,12.3,19.8,0.2,0.8,1.7,N,15,ESE,SW,4,9,90,79,1013,1010.7,8,7,13.9,17.4,No,No
12/7/2008,Cairns,23.9,32,0,8,9.2,NNE,28,NW,NE,7,17,70,73,1010.9,1007.1,2,3,29.3,30.6,No,No
1/20/2013,SydneyAirport,19.8,24.2,0.2,5,0,S,35,SE,SE,19,19,65,53,1017.4,1016.2,7,8,22.3,23.6,No,No
1/8/2009,Watsonia,11.4,19.3,0,5.2,11.5,S,52,SW,SSW,19,30,59,42,1017.2,1018.6,2,5,15.1,17.7,No,No
6/19/2014,Mildura,5.6,16.2,0,1.4,2,N,24,NNE,N,13,15,91,53,1024.4,1019.3,8,7,7.7,15.1,No,No
2/5/2017,MelbourneAirport,17,30.9,0,10.8,1.5,S,54,N,NW,24,28,59,46,1007.4,1005,7,7,23.8,29.8,No,Yes
12/3/2009,Cairns,22.7,33,0,6.2,11.2,ESE,37,SE,ESE,15,30,59,51,1013.7,1011.3,5,1,29.8,31.1,No,No
7/30/2011,Townsville,11.8,24.9,0,6.8,10.4,ENE,35,SSE,ENE,20,24,59,49,1020.5,1016.3,2,1,20.5,23.3,No,No
9/17/2010,CoffsHarbour,8.3,19.5,0,4.2,7.1,SSE,37,S,SSE,26,13,34,42,1020.5,1019.3,5,8,17.3,17,No,No
5/9/2012,Mildura,15.7,26.3,0,7.4,4.8,NW,33,NNW,WNW,15,17,24,26,1018.1,1017.7,5,7,20.7,24,No,No
5/29/2013,Sale,2,20.6,0.2,0.8,7.9,E,19,NW,E,9,11,91,44,1027.3,1023.3,3,3,6.1,20.5,No,No
5/12/2016,Brisbane,9.3,26.4,0,4,10.5,WNW,28,WSW,W,9,15,36,24,1019.2,1016.8,0,0,19.7,25.6,No,No
10/17/2009,Cairns,18,33.7,0,5.4,11.1,ENE,37,ESE,ENE,13,28,55,31,1014.2,1011.6,6,1,28.4,31.3,No,No
7/12/2013,Woomera,11,22.7,0.8,4,2.8,N,39,ENE,N,15,22,79,48,1024.2,1019.7,7,7,13.9,21.4,No,No
12/23/2011,Darwin,25.9,31.9,0.2,6.2,3.8,ENE,35,SSE,E,19,13,74,89,1001.9,999.3,7,8,28.9,27.3,No,Yes
2/2/2012,NorfolkIsland,20.9,25.1,0,7.6,9.6,ESE,59,ESE,ESE,24,33,74,57,1008.6,1006.9,7,1,22.2,24.2,No,No
1/9/2017,Sydney,21.3,29.9,0,9.6,9.2,ENE,31,ESE,E,9,20,57,57,1011.5,1009.2,2,2,27,26.7,No,No
5/26/2009,Canberra,5,14.3,0,1.6,0.3,N,26,SSE,NNW,6,17,79,81,1023.2,1021,7,8,11.8,13.4,No,No
3/26/2012,SydneyAirport,17.2,25.1,0.6,3.4,9.7,NE,41,E,NE,11,28,70,52,1023.7,1021.2,7,1,20.8,24.4,No,No
10/21/2013,Darwin,25.8,33.6,0,7.8,9.7,WNW,35,NNE,NW,4,24,63,54,1011.9,1007.5,6,4,29.6,32.3,No,No
3/13/2014,PerthAirport,20.7,27.8,0.2,9,2.1,WSW,33,N,W,9,15,67,53,1012.6,1011.5,7,7,24.2,26.5,No,No
3/23/2013,Brisbane,21.4,31.2,0,4,8.6,NE,20,W,NNE,6,9,72,63,1019.2,1014.8,7,1,26,29.1,No,No
12/20/2015,MountGambier,19,22.5,0,13.8,6.7,W,61,WSW,W,31,43,73,47,1005,1008.5,8,5,19.2,20.2,No,No
6/15/2016,Melbourne,6,17.9,0,3,8,N,19,NNE,SSE,9,6,81,53,1032.9,1028.3,1,1,7.9,16.9,No,No
1/2/2011,Mildura,16.8,31.1,0,13,13.7,S,35,SSE,SSE,24,17,57,26,1014.2,1013,1,1,19.6,29.7,No,No
4/24/2017,Perth,14.6,26,0,6,10.3,SSW,28,ENE,SW,7,15,68,47,1022.4,1019.2,1,1,18.6,24.2,No,No
12/21/2009,PerthAirport,21.1,34.2,0,8.6,13.2,E,44,SE,WSW,11,26,42,37,1009.8,1006.2,1,2,26.6,32.8,No,No
8/27/2013,CoffsHarbour,8.2,22.5,0,2.8,10.1,ENE,24,WSW,ENE,9,13,62,42,1022.1,1018.3,2,1,18.5,21.6,No,No
1/7/2014,Watsonia,12.8,19.7,0,6.6,7,S,39,S,SSW,17,22,52,45,1023.9,1022.7,7,7,14.6,17.7,No,No
2/27/2015,NorfolkIsland,18.9,25.9,0,4.8,10.7,E,37,SE,E,15,24,79,68,1009.6,1009,1,3,22.4,25.1,No,No
8/10/2011,Cairns,11.3,27.2,0,6.2,10.8,NE,33,SE,NNE,9,17,55,42,1015.1,1010.6,0,0,19.9,24.6,No,No
11/1/2011,NorfolkIsland,17.7,22,2,0.8,7.4,W,39,WSW,SW,22,24,89,69,1009.1,1007.6,7,6,19,20.2,Yes,Yes
3/4/2013,AliceSprings,18.7,36,0,10.6,12,SE,39,ESE,ESE,13,19,38,21,1006.2,1002.3,1,1,27.5,33.6,No,No
7/1/2010,Perth,3,17.3,0,2.2,9.1,NE,22,ENE,WSW,9,7,84,42,1030.6,1026.5,1,6,9.4,16.1,No,No
5/22/2010,Canberra,0.6,15,0,1.2,7.5,E,20,SE,S,6,11,79,35,1023.6,1021.2,1,4,7.2,14,No,No
3/19/2012,Mildura,14.9,28,0,5.2,11.1,NE,43,ENE,ENE,20,22,67,35,1020.3,1016.7,1,1,18.8,27.3,No,No
10/16/2015,Sydney,17.3,27.5,0,6.8,11.9,NNE,43,ESE,E,6,20,60,52,1021.7,1018.7,0,1,23.3,27.3,No,No
1/17/2017,Darwin,24.9,33.3,1.4,5.4,10.9,NW,31,NNW,WNW,6,17,75,47,1008.9,1006.8,7,5,29.2,32.7,Yes,No
9/13/2012,MountGambier,5.2,14.3,1.8,1.6,9.7,SW,46,WSW,W,28,26,64,55,1018.2,1018.7,3,3,10.1,12.3,Yes,No
5/21/2016,Darwin,22.5,34.7,0,5.8,10.9,NE,37,ENE,WNW,17,20,70,39,1011.9,1008.8,0,3,28.1,33.4,No,Yes
5/21/2016,MelbourneAirport,6.3,18.3,0,2.2,4.7,NNE,48,N,N,22,26,70,58,1024.7,1021.6,7,7,11.9,16.7,No,No
5/24/2009,Mildura,12.6,22.8,0,2.8,4.6,NNE,41,NE,NNE,19,20,70,50,1019.2,1016.9,7,7,16.6,22.1,No,Yes
12/20/2009,Cobar,17.6,34.2,0,10.6,11.7,WSW,35,E,S,13,9,24,13,1016.5,1013,1,3,25.6,33.2,No,No
10/10/2014,PerthAirport,8.1,23.4,0,5.4,11.7,W,33,S,SW,11,17,63,41,1024.2,1020.3,0,1,16.7,22.9,No,No
7/22/2011,Woomera,4.1,19.1,0,1.6,10.1,N,26,NE,NW,11,9,69,30,1024.8,1022.1,0,0,9.5,18.6,No,No
6/17/2012,Watsonia,9.1,14.1,0.4,2,3.2,W,37,WNW,WSW,13,13,82,99,1018.3,1019.4,7,7,11.8,12.2,No,Yes
11/21/2010,Williamtown,10.3,25.1,0,5.2,11,ESE,43,NE,E,7,31,60,52,1024.5,1022.6,3,3,21.1,23.4,No,No
1/7/2017,Mildura,25.4,41.4,0,12,11.5,NNE,39,NE,NNE,17,22,27,14,1010.6,1005.8,2,0,32.5,39,No,No
10/23/2012,Townsville,19.7,29.7,0,8,6.9,ESE,48,SSE,ENE,9,28,66,67,1013.6,1011.2,7,7,27.4,27.7,No,No
9/13/2012,Cairns,20.1,29.4,0,7.2,6.3,SE,39,SSE,SE,19,28,65,52,1016.9,1012.5,7,5,23.9,27.5,No,No
4/13/2014,Perth,16.1,33,0,7,10.9,SSW,20,ESE,WSW,7,11,59,35,1019.1,1017.1,1,1,24.3,31.7,No,No
2/18/2011,Canberra,16.5,27.5,0.4,5.6,7.6,NE,35,SE,N,7,11,75,57,1015.6,1013.3,8,6,20.1,26.3,No,No
11/17/2012,Perth,18.1,35.3,0,11,13,SSW,39,NNE,WSW,13,17,28,30,1013.1,1009.1,0,1,28,30.8,No,No
9/30/2015,Portland,6.6,15.5,0,2.6,7.1,ESE,24,E,SE,13,9,60,56,1025.5,1023.9,4,5,13.3,14.2,No,No
8/2/2015,Moree,7.2,24.5,0,9.2,10.2,NNE,33,NNE,N,22,22,64,39,1021.1,1016.7,3,3,15,24.1,No,No
6/21/2014,Sydney,10.5,21.9,0,2.4,9.5,W,30,WNW,W,22,11,79,31,1020.4,1018.5,1,1,11.8,21.4,No,No
2/23/2010,Melbourne,13.3,23.6,0,9.2,11.8,SSW,43,SW,SSE,24,24,58,48,1021,1021.1,6,5,15.7,21.9,No,No
3/7/2013,SydneyAirport,19.8,29.1,0,7.4,11.4,NNE,46,NW,NE,15,30,61,43,1019.9,1017.2,1,1,23.9,28.5,No,No
3/11/2010,Cobar,11,27.7,0,7.4,10.4,E,41,SE,E,13,17,61,41,1025.9,1024.6,1,5,16.6,26.9,No,No
12/25/2010,MelbourneAirport,11.9,27.4,0,5,1.3,NNW,30,E,S,2,2,80,65,1012.7,1009.7,7,7,17.4,22.1,No,No
1/4/2009,PerthAirport,18.5,36.5,0,11.2,13.3,SE,39,E,E,11,13,48,20,1017.1,1013.1,0,0,22.5,34.9,No,No
4/21/2015,PerthAirport,13.9,28.3,0,5.6,10.6,ENE,33,ENE,ESE,24,11,38,22,1022.7,1018.7,0,0,19.3,27.9,No,No
6/2/2015,Brisbane,9,19.5,0,5.2,10.1,WSW,20,WSW,WSW,6,6,56,42,1022.6,1019.2,0,1,14.1,19,No,No
2/17/2010,Williamtown,19.3,25.4,0,8,3.9,S,41,SSW,S,22,31,69,63,1015.4,1015,5,3,22.6,24.7,No,No
11/25/2011,Watsonia,13.5,23.8,0,6.2,4,N,17,E,ENE,6,7,69,58,1019.5,1016.1,2,7,18.8,22.7,No,Yes
2/12/2015,PerthAirport,21.4,31.6,0,9.8,6.7,E,35,ENE,W,20,15,53,48,1015.2,1012.5,7,7,25.4,28.2,No,No
4/9/2012,Sale,7.5,14.2,1,2.8,3.9,W,61,W,W,28,33,76,70,1015.9,1018.7,5,6,13.4,10.5,No,Yes
5/14/2014,Darwin,23.8,33.3,0,6,10.8,ENE,41,E,ENE,22,19,53,35,1012.3,1008.1,5,7,27.5,32.7,No,No
6/7/2008,Canberra,-0.2,15.5,0,1.4,9,NE,28,N,ESE,4,11,86,42,1027.6,1027,1,1,4.9,14.5,No,No
5/8/2009,MelbourneAirport,10.1,14.9,0.8,1.8,0.1,SSW,30,SW,S,13,17,97,77,1031.3,1029.3,7,7,11.1,14,No,Yes
9/27/2011,MountGambier,12,24.5,0,2.4,9.3,NE,54,NE,NE,30,35,55,33,1009.6,1003.1,2,4,17.6,23.9,No,No
1/25/2011,Townsville,22.5,31,0,6.4,12.3,ENE,30,NNW,ENE,2,24,68,60,1010.9,1008.4,1,1,28.3,29.7,No,No
