Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2009-12-08,PerthAirport,13.2,28.3,0.0,10.0,12.7,E,52.0,ESE,WSW,19.0,30.0,41.0,30.0,1021.1,1016.7,5.0,5.0,19.7,26.7,No,No
2010-03-28,Perth,14.5,25.3,0.0,6.0,11.0,SW,39.0,SE,SW,15.0,20.0,55.0,47.0,1020.7,1017.9,1.0,1.0,18.9,23.4,No,No
2015-08-01,Darwin,20.9,31.8,0.0,8.0,11.1,ENE,35.0,E,NNW,15.0,24.0,69.0,37.0,1016.1,1012.5,0.0,1.0,25.1,29.5,No,No
2009-01-31,CoffsHarbour,20.7,28.7,0.0,5.8,10.4,ENE,33.0,NNW,ENE,7.0,24.0,69.0,55.0,1019.1,1016.9,6.0,3.0,25.5,28.1,No,No
2010-09-13,Melbourne,10.9,15.5,0.0,2.2,2.0,N,35.0,NW,SSW,13.0,19.0,55.0,56.0,1015.1,1015.7,8.0,7.0,13.7,14.1,No,No
2015-05-03,Townsville,19.7,30.9,0.0,5.6,9.6,ENE,31.0,E,N,4.0,19.0,72.0,50.0,1014.9,1010.3,1.0,4.0,25.7,29.3,No,No
2013-10-05,Watsonia,11.7,24.0,0.0,7.4,5.8,NNE,57.0,NE,N,15.0,26.0,43.0,36.0,1011.8,1007.3,7.0,1.0,16.9,23.3,No,No
2014-01-24,Nuriootpa,16.3,25.8,1.0,6.8,7.1,SW,39.0,W,WSW,11.0,17.0,91.0,57.0,1013.0,1012.6,8.0,6.0,16.3,23.2,No,No
2011-03-18,Woomera,20.7,21.1,0.2,13.0,1.2,E,44.0,ESE,ESE,26.0,33.0,63.0,81.0,1013.0,1009.6,7.0,8.0,21.0,19.4,No,Yes
2010-07-18,Darwin,21.2,32.7,0.0,7.2,11.1,E,39.0,E,NE,20.0,20.0,53.0,36.0,1014.8,1011.2,0.0,1.0,24.8,31.8,No,No
2012-09-21,MelbourneAirport,11.8,19.0,0.2,4.2,7.4,SW,52.0,W,SW,26.0,35.0,69.0,60.0,1014.3,1016.0,6.0,7.0,15.5,17.5,No,No
2017-04-12,PerthAirport,7.2,24.8,0.0,5.2,9.7,WSW,43.0,ENE,WSW,17.0,28.0,62.0,44.0,1021.6,1019.7,6.0,1.0,17.6,23.6,No,No
2015-11-09,Townsville,25.8,31.8,0.0,12.4,8.7,E,56.0,NE,NNE,24.0,22.0,63.0,64.0,1011.6,1007.6,6.0,5.0,29.4,28.6,No,Yes
2015-11-29,Darwin,25.8,34.8,0.0,5.0,11.0,WNW,35.0,W,WNW,7.0,26.0,71.0,56.0,1011.4,1007.3,4.0,6.0,31.1,34.5,No,No
2008-12-02,Melbourne,10.7,23.1,0.0,6.8,7.5,WNW,46.0,WNW,W,30.0,17.0,44.0,29.0,1009.9,1007.2,6.0,7.0,17.0,22.0,No,No
2009-06-12,MelbourneAirport,1.4,10.3,0.0,0.4,4.7,N,61.0,N,NNE,31.0,30.0,75.0,68.0,1022.3,1019.1,6.0,7.0,5.9,9.0,No,No
2013-12-03,Brisbane,15.2,27.8,0.0,8.0,13.0,E,28.0,S,ENE,6.0,11.0,47.0,52.0,1016.9,1013.3,2.0,2.0,24.4,25.8,No,No
2015-09-24,WaggaWagga,-0.3,17.1,0.0,4.4,9.0,SSW,37.0,S,SSW,11.0,20.0,53.0,40.0,1030.2,1026.4,1.0,4.0,9.5,15.3,No,No
2015-06-26,Brisbane,12.6,22.7,0.2,2.2,6.8,SSE,31.0,SSW,SE,6.0,11.0,73.0,60.0,1026.2,1025.1,2.0,3.0,17.8,21.3,No,No
2017-01-09,Darwin,28.2,32.4,0.0,8.0,9.6,NW,37.0,WNW,WNW,19.0,24.0,73.0,67.0,1004.6,1001.8,7.0,7.0,29.8,31.9,No,No
2009-05-19,MountGambier,4.9,16.8,0.0,0.4,7.0,NE,22.0,ESE,ENE,9.0,11.0,89.0,70.0,1019.7,1017.6,6.0,7.0,9.5,16.4,No,No
2009-11-02,Sale,12.4,25.8,0.0,5.2,8.0,E,33.0,N,SW,7.0,11.0,72.0,46.0,1021.5,1017.6,5.0,6.0,17.1,25.1,No,No
2014-02-26,Darwin,26.2,31.6,1.0,8.0,7.1,NW,44.0,WNW,WNW,22.0,31.0,71.0,67.0,1010.1,1006.7,3.0,7.0,29.5,31.0,No,Yes
2008-08-27,Brisbane,11.0,23.0,0.2,3.2,5.4,WNW,19.0,ESE,WNW,2.0,7.0,68.0,58.0,1024.1,1021.3,7.0,7.0,17.9,20.6,No,No
2016-08-29,Brisbane,11.0,23.7,0.0,4.4,10.8,ENE,24.0,SW,NE,6.0,11.0,65.0,48.0,1026.6,1024.0,1.0,1.0,17.4,22.3,No,No
2009-02-01,Melbourne,20.3,33.8,0.0,7.6,7.1,SSW,39.0,SSW,ESE,11.0,11.0,68.0,41.0,1016.5,1012.0,7.0,7.0,22.9,31.4,No,No
2016-03-04,Sydney,22.8,28.3,0.0,9.6,10.1,NE,39.0,N,NE,20.0,24.0,70.0,53.0,1022.0,1020.1,7.0,2.0,24.9,26.9,No,No
2010-03-28,CoffsHarbour,19.0,27.7,0.0,4.6,9.0,NE,39.0,NW,NE,13.0,22.0,79.0,64.0,1020.4,1017.6,7.0,3.0,23.4,26.6,No,No
2009-11-15,WaggaWagga,15.9,38.3,0.0,9.8,12.7,WSW,50.0,NE,W,9.0,30.0,31.0,11.0,1010.0,1006.4,3.0,7.0,27.5,36.7,No,No
2011-11-11,NorfolkIsland,15.4,22.5,0.0,5.8,8.3,WSW,31.0,W,SW,13.0,24.0,68.0,63.0,1020.6,1018.5,7.0,6.0,20.1,21.1,No,No
2009-09-25,Brisbane,10.1,28.4,0.0,10.6,11.2,NNE,30.0,SW,NE,7.0,13.0,31.0,29.0,1017.8,1012.7,0.0,0.0,22.2,25.9,No,No
2012-08-10,Townsville,10.0,27.2,0.0,5.4,10.7,SSW,43.0,N,S,6.0,31.0,65.0,18.0,1018.7,1015.7,0.0,0.0,19.3,26.5,No,No
2009-10-29,Melbourne,11.1,30.6,0.0,4.0,9.2,SSW,46.0,E,SSW,7.0,17.0,68.0,36.0,1022.4,1018.3,4.0,5.0,16.8,29.1,No,No
2014-01-12,SydneyAirport,21.0,27.9,0.0,10.4,10.3,SE,37.0,S,SE,19.0,26.0,80.0,65.0,1017.8,1017.0,2.0,3.0,23.5,26.3,No,No
2012-02-16,Brisbane,19.6,29.4,0.0,9.6,11.6,SE,31.0,SSE,ESE,9.0,13.0,60.0,53.0,1017.8,1015.4,2.0,2.0,26.5,28.1,No,No
2012-01-28,Sale,14.4,28.7,0.0,6.2,12.8,ESE,37.0,SSW,ESE,11.0,24.0,80.0,51.0,1013.3,1010.1,4.0,2.0,19.9,27.5,No,No
2010-11-20,Brisbane,20.0,25.5,0.2,5.4,0.6,ESE,41.0,SE,SE,13.0,11.0,56.0,66.0,1021.7,1020.5,7.0,7.0,24.2,23.0,No,No
2014-02-28,Watsonia,9.5,24.4,0.0,6.4,11.8,SW,35.0,SSE,WSW,7.0,19.0,69.0,43.0,1023.6,1021.0,2.0,1.0,14.0,23.7,No,No
2014-10-11,MelbourneAirport,10.7,21.4,0.0,6.2,7.5,N,41.0,WSW,SSE,11.0,19.0,74.0,48.0,1016.5,1014.2,7.0,6.0,14.6,20.4,No,No
2008-12-20,Hobart,8.9,21.4,0.0,4.0,8.7,NNW,31.0,NW,ESE,15.0,17.0,55.0,47.0,1017.7,1016.7,7.0,2.0,16.1,19.8,No,No
2009-02-20,WaggaWagga,16.5,34.5,0.0,11.2,5.7,S,48.0,ESE,S,11.0,20.0,45.0,20.0,1010.1,1008.8,7.0,6.0,21.3,30.6,No,No
2015-12-27,MelbourneAirport,9.0,20.5,1.2,4.4,8.9,SSE,48.0,SSW,S,13.0,30.0,63.0,39.0,1022.7,1023.5,6.0,4.0,13.7,18.6,Yes,No
2012-04-26,Darwin,21.1,30.2,0.0,5.8,10.3,SE,44.0,SE,SE,28.0,22.0,65.0,41.0,1014.1,1010.1,4.0,1.0,23.1,29.7,No,No
2016-05-08,Hobart,10.2,15.3,0.0,0.6,0.0,SSW,33.0,NNE,SSW,7.0,17.0,84.0,78.0,1016.6,1012.3,7.0,8.0,11.3,15.2,No,Yes
2016-12-04,Sydney,19.7,26.9,0.0,8.0,9.3,NE,39.0,E,E,6.0,26.0,64.0,60.0,1016.0,1013.1,7.0,7.0,23.0,25.1,No,No
2011-02-21,Perth,21.9,36.3,0.0,6.6,12.2,NE,39.0,E,NE,17.0,20.0,50.0,23.0,1013.4,1008.9,2.0,2.0,27.6,35.4,No,No
2009-07-14,SydneyAirport,9.2,17.8,0.0,3.2,9.7,NW,52.0,NW,W,24.0,30.0,60.0,36.0,1007.0,1004.4,1.0,2.0,12.9,16.7,No,No
2010-01-25,NorfolkIsland,17.1,24.9,0.0,7.2,12.0,S,28.0,E,SSE,6.0,13.0,56.0,59.0,1016.5,1015.0,1.0,6.0,23.4,24.6,No,No
2014-06-17,Mildura,5.9,15.3,1.2,1.4,3.8,S,28.0,SSW,SSW,6.0,11.0,96.0,58.0,1031.2,1030.9,3.0,7.0,9.7,14.3,Yes,No
2012-08-21,Mildura,6.3,20.6,0.0,3.0,4.2,N,48.0,NNE,N,28.0,31.0,42.0,18.0,1014.5,1009.8,4.0,7.0,12.9,19.8,No,No
2015-03-12,Brisbane,20.9,29.9,0.0,8.0,10.0,E,28.0,SSE,ESE,7.0,13.0,65.0,46.0,1014.5,1011.8,7.0,2.0,26.2,28.5,No,No
2015-11-16,MelbourneAirport,10.6,27.6,0.0,6.0,11.6,NW,35.0,WNW,SSE,9.0,28.0,73.0,43.0,1018.6,1014.6,2.0,3.0,15.9,26.2,No,No
2017-03-21,Hobart,13.6,16.5,0.6,2.0,0.0,SE,22.0,SW,SE,7.0,13.0,91.0,89.0,1020.1,1018.2,8.0,8.0,14.7,16.3,No,Yes
2009-08-07,Cobar,7.2,19.2,0.0,4.2,10.1,SW,44.0,NNW,SW,15.0,28.0,40.0,30.0,1018.1,1018.4,1.0,1.0,15.0,17.2,No,No
2016-01-10,Mildura,17.5,40.4,0.0,8.4,12.3,W,35.0,ENE,W,9.0,13.0,29.0,8.0,1015.7,1012.7,0.0,3.0,26.1,39.3,No,No
2016-03-21,Woomera,16.0,29.2,0.0,8.0,11.2,SE,30.0,E,WNW,19.0,9.0,45.0,19.0,1018.2,1015.3,0.0,0.0,18.9,28.3,No,No
2009-03-09,Canberra,14.7,25.9,0.0,5.8,6.1,NE,33.0,E,N,7.0,13.0,74.0,42.0,1022.5,1018.9,8.0,5.0,15.8,24.4,No,No
2013-08-20,Sale,4.2,10.5,1.4,2.6,8.3,W,57.0,W,W,31.0,31.0,77.0,68.0,1014.0,1012.9,3.0,5.0,6.8,9.5,Yes,No
2013-03-01,MelbourneAirport,12.7,23.8,0.2,4.2,12.2,SE,54.0,SE,SE,15.0,33.0,64.0,34.0,1022.0,1020.9,1.0,1.0,16.3,22.6,No,No
2016-04-25,MountGambier,7.0,26.6,0.2,4.6,9.6,NNW,43.0,N,N,20.0,22.0,53.0,19.0,1027.0,1023.9,0.0,0.0,16.7,25.8,No,No
2015-08-31,Mildura,-0.3,18.7,0.0,2.6,10.9,NW,24.0,ESE,SW,9.0,13.0,74.0,30.0,1022.5,1018.6,2.0,0.0,8.4,17.8,No,No
2011-10-31,Mildura,5.9,21.7,0.0,7.6,10.2,SSW,46.0,SSE,SE,15.0,19.0,58.0,28.0,1027.8,1023.8,8.0,7.0,11.5,20.3,No,No
2017-05-06,Hobart,8.4,18.5,0.0,4.0,4.3,NW,54.0,NW,WNW,9.0,33.0,68.0,62.0,1011.6,1007.0,6.0,7.0,11.1,13.4,No,Yes
2014-04-20,MountGambier,9.4,19.7,0.0,2.6,5.0,NW,41.0,NNW,WNW,19.0,24.0,64.0,59.0,1017.5,1015.3,6.0,7.0,13.9,18.4,No,Yes
2008-08-14,Melbourne,7.4,14.1,0.2,1.6,3.7,WSW,56.0,WSW,WSW,31.0,39.0,75.0,65.0,1025.1,1021.7,7.0,7.0,10.2,13.3,No,No
2012-10-04,Sydney,14.5,32.2,0.0,7.2,11.4,WNW,37.0,W,WNW,9.0,11.0,39.0,16.0,1018.8,1013.1,0.0,0.0,23.9,31.9,No,No
2008-07-15,Hobart,5.7,12.4,0.8,1.0,3.7,SSE,26.0,NNW,SSE,11.0,11.0,88.0,69.0,1023.3,1022.4,7.0,4.0,7.1,11.6,No,No
2013-06-27,WaggaWagga,2.3,16.0,0.0,1.6,3.8,ESE,19.0,E,ESE,9.0,9.0,86.0,57.0,1023.4,1020.6,7.0,7.0,6.7,15.7,No,No
2012-02-28,Nuriootpa,15.6,19.8,0.0,6.8,0.0,SSE,54.0,SE,SSE,30.0,31.0,55.0,54.0,1013.5,1013.4,7.0,8.0,17.1,18.7,No,Yes
2016-05-12,Melbourne,14.1,21.4,0.2,2.6,3.7,NW,41.0,WNW,NW,11.0,19.0,70.0,51.0,1013.2,1012.0,7.0,7.0,17.4,21.2,No,No
2014-01-04,Sydney,20.1,27.5,0.0,7.4,11.2,S,57.0,SSW,E,17.0,22.0,60.0,54.0,1003.4,1002.3,1.0,1.0,22.9,24.6,No,No
2009-12-05,MountGambier,10.0,20.0,0.4,5.2,7.1,WSW,39.0,W,WSW,17.0,24.0,73.0,53.0,1018.5,1018.5,7.0,7.0,16.0,18.1,No,No
2016-02-14,SydneyAirport,21.4,36.9,0.0,9.6,10.4,S,52.0,N,S,13.0,35.0,58.0,82.0,1008.4,1005.8,1.0,5.0,26.4,25.5,No,No
2011-02-16,Williamtown,18.7,26.8,0.4,4.2,4.9,SE,33.0,WSW,SE,7.0,20.0,85.0,73.0,1019.7,1016.3,7.0,6.0,21.6,26.0,No,No
2014-03-06,Sydney,21.0,26.8,1.6,7.0,5.8,SSW,46.0,SSW,S,20.0,22.0,75.0,58.0,1018.6,1018.3,7.0,7.0,22.3,25.8,Yes,No
2012-03-21,PerthAirport,15.9,25.7,0.0,8.2,11.1,E,50.0,E,E,24.0,28.0,45.0,26.0,1021.5,1017.0,3.0,0.0,20.6,25.2,No,No
2012-10-24,Brisbane,14.8,25.7,0.0,8.8,11.9,SE,39.0,SSE,E,11.0,19.0,45.0,44.0,1022.1,1017.6,3.0,2.0,21.9,24.1,No,No
2015-02-08,Brisbane,20.8,29.9,0.2,7.4,11.9,ENE,22.0,SSE,ENE,4.0,11.0,60.0,58.0,1020.5,1017.8,2.0,1.0,25.9,28.7,No,No
2017-02-02,Watsonia,10.5,26.2,0.0,4.0,12.9,WSW,31.0,WSW,WSW,7.0,17.0,67.0,35.0,1016.7,1014.9,5.0,4.0,16.9,24.6,No,No
2013-07-19,Woomera,8.3,15.8,0.0,5.0,1.5,WSW,59.0,WNW,W,24.0,31.0,87.0,46.0,1015.8,1015.1,1.0,3.0,10.5,15.4,No,No
2014-08-08,MelbourneAirport,9.9,15.3,0.6,1.4,1.4,WNW,30.0,NNW,NW,13.0,13.0,64.0,45.0,1031.2,1029.3,7.0,7.0,11.5,13.9,No,No
2013-11-29,Townsville,23.8,30.3,0.0,11.0,7.6,ENE,33.0,E,ENE,20.0,20.0,59.0,56.0,1012.0,1008.4,4.0,6.0,28.2,29.6,No,No
2009-08-03,Hobart,5.4,12.3,2.0,1.8,8.3,WSW,63.0,W,NW,30.0,24.0,43.0,39.0,1008.5,1010.5,1.0,2.0,8.5,11.5,Yes,Yes
2012-10-02,Williamtown,9.3,20.3,0.8,3.6,10.3,SSE,39.0,SSW,SE,15.0,22.0,63.0,48.0,1032.8,1029.7,4.0,1.0,17.3,19.1,No,No
2013-12-24,CoffsHarbour,19.7,24.5,0.0,7.0,2.8,WSW,43.0,S,SSW,24.0,26.0,75.0,81.0,1015.5,1016.4,7.0,8.0,24.4,22.2,No,No
2013-04-05,Watsonia,7.5,24.8,0.0,3.0,8.4,N,20.0,NE,ENE,6.0,9.0,99.0,48.0,1030.3,1026.7,3.0,7.0,9.8,23.7,No,No
2009-12-22,Sale,11.1,24.4,0.0,5.6,8.2,SE,35.0,S,SE,13.0,22.0,77.0,62.0,1012.5,1012.0,7.0,5.0,18.7,21.9,No,No
2016-01-09,NorfolkIsland,20.6,24.3,1.8,4.8,6.2,SSW,37.0,S,SSW,15.0,17.0,88.0,77.0,1012.9,1012.5,7.0,7.0,22.0,22.5,Yes,No
2012-06-27,Darwin,17.3,30.4,0.0,5.8,10.7,SE,39.0,SE,SE,22.0,13.0,42.0,26.0,1016.1,1011.5,0.0,0.0,19.7,29.1,No,No
2008-12-18,Brisbane,20.3,30.8,0.0,8.4,12.6,N,37.0,N,NE,7.0,19.0,49.0,61.0,1010.6,1005.4,1.0,2.0,28.2,28.2,No,Yes
2011-10-07,WaggaWagga,12.3,19.8,0.2,0.8,1.7,N,15.0,ESE,SW,4.0,9.0,90.0,79.0,1013.0,1010.7,8.0,7.0,13.9,17.4,No,No
2008-12-07,Cairns,23.9,32.0,0.0,8.0,9.2,NNE,28.0,NW,NE,7.0,17.0,70.0,73.0,1010.9,1007.1,2.0,3.0,29.3,30.6,No,No
2013-01-20,SydneyAirport,19.8,24.2,0.2,5.0,0.0,S,35.0,SE,SE,19.0,19.0,65.0,53.0,1017.4,1016.2,7.0,8.0,22.3,23.6,No,No
2009-01-08,Watsonia,11.4,19.3,0.0,5.2,11.5,S,52.0,SW,SSW,19.0,30.0,59.0,42.0,1017.2,1018.6,2.0,5.0,15.1,17.7,No,No
2014-06-19,Mildura,5.6,16.2,0.0,1.4,2.0,N,24.0,NNE,N,13.0,15.0,91.0,53.0,1024.4,1019.3,8.0,7.0,7.7,15.1,No,No
2017-02-05,MelbourneAirport,17.0,30.9,0.0,10.8,1.5,S,54.0,N,NW,24.0,28.0,59.0,46.0,1007.4,1005.0,7.0,7.0,23.8,29.8,No,Yes
2009-12-03,Cairns,22.7,33.0,0.0,6.2,11.2,ESE,37.0,SE,ESE,15.0,30.0,59.0,51.0,1013.7,1011.3,5.0,1.0,29.8,31.1,No,No
2011-07-30,Townsville,11.8,24.9,0.0,6.8,10.4,ENE,35.0,SSE,ENE,20.0,24.0,59.0,49.0,1020.5,1016.3,2.0,1.0,20.5,23.3,No,No
2010-09-17,CoffsHarbour,8.3,19.5,0.0,4.2,7.1,SSE,37.0,S,SSE,26.0,13.0,34.0,42.0,1020.5,1019.3,5.0,8.0,17.3,17.0,No,No
2012-05-09,Mildura,15.7,26.3,0.0,7.4,4.8,NW,33.0,NNW,WNW,15.0,17.0,24.0,26.0,1018.1,1017.7,5.0,7.0,20.7,24.0,No,No
2013-05-29,Sale,2.0,20.6,0.2,0.8,7.9,E,19.0,NW,E,9.0,11.0,91.0,44.0,1027.3,1023.3,3.0,3.0,6.1,20.5,No,No
2016-05-12,Brisbane,9.3,26.4,0.0,4.0,10.5,WNW,28.0,WSW,W,9.0,15.0,36.0,24.0,1019.2,1016.8,0.0,0.0,19.7,25.6,No,No
2009-10-17,Cairns,18.0,33.7,0.0,5.4,11.1,ENE,37.0,ESE,ENE,13.0,28.0,55.0,31.0,1014.2,1011.6,6.0,1.0,28.4,31.3,No,No
2013-07-12,Woomera,11.0,22.7,0.8,4.0,2.8,N,39.0,ENE,N,15.0,22.0,79.0,48.0,1024.2,1019.7,7.0,7.0,13.9,21.4,No,No
2011-12-23,Darwin,25.9,31.9,0.2,6.2,3.8,ENE,35.0,SSE,E,19.0,13.0,74.0,89.0,1001.9,999.3,7.0,8.0,28.9,27.3,No,Yes
2012-02-02,NorfolkIsland,20.9,25.1,0.0,7.6,9.6,ESE,59.0,ESE,ESE,24.0,33.0,74.0,57.0,1008.6,1006.9,7.0,1.0,22.2,24.2,No,No
2017-01-09,Sydney,21.3,29.9,0.0,9.6,9.2,ENE,31.0,ESE,E,9.0,20.0,57.0,57.0,1011.5,1009.2,2.0,2.0,27.0,26.7,No,No
2009-05-26,Canberra,5.0,14.3,0.0,1.6,0.3,N,26.0,SSE,NNW,6.0,17.0,79.0,81.0,1023.2,1021.0,7.0,8.0,11.8,13.4,No,No
2012-03-26,SydneyAirport,17.2,25.1,0.6,3.4,9.7,NE,41.0,E,NE,11.0,28.0,70.0,52.0,1023.7,1021.2,7.0,1.0,20.8,24.4,No,No
2013-10-21,Darwin,25.8,33.6,0.0,7.8,9.7,WNW,35.0,NNE,NW,4.0,24.0,63.0,54.0,1011.9,1007.5,6.0,4.0,29.6,32.3,No,No
2014-03-13,PerthAirport,20.7,27.8,0.2,9.0,2.1,WSW,33.0,N,W,9.0,15.0,67.0,53.0,1012.6,1011.5,7.0,7.0,24.2,26.5,No,No
2013-03-23,Brisbane,21.4,31.2,0.0,4.0,8.6,NE,20.0,W,NNE,6.0,9.0,72.0,63.0,1019.2,1014.8,7.0,1.0,26.0,29.1,No,No
2015-12-20,MountGambier,19.0,22.5,0.0,13.8,6.7,W,61.0,WSW,W,31.0,43.0,73.0,47.0,1005.0,1008.5,8.0,5.0,19.2,20.2,No,No
2016-06-15,Melbourne,6.0,17.9,0.0,3.0,8.0,N,19.0,NNE,SSE,9.0,6.0,81.0,53.0,1032.9,1028.3,1.0,1.0,7.9,16.9,No,No
2011-01-02,Mildura,16.8,31.1,0.0,13.0,13.7,S,35.0,SSE,SSE,24.0,17.0,57.0,26.0,1014.2,1013.0,1.0,1.0,19.6,29.7,No,No
2017-04-24,Perth,14.6,26.0,0.0,6.0,10.3,SSW,28.0,ENE,SW,7.0,15.0,68.0,47.0,1022.4,1019.2,1.0,1.0,18.6,24.2,No,No
2009-12-21,PerthAirport,21.1,34.2,0.0,8.6,13.2,E,44.0,SE,WSW,11.0,26.0,42.0,37.0,1009.8,1006.2,1.0,2.0,26.6,32.8,No,No
2013-08-27,CoffsHarbour,8.2,22.5,0.0,2.8,10.1,ENE,24.0,WSW,ENE,9.0,13.0,62.0,42.0,1022.1,1018.3,2.0,1.0,18.5,21.6,No,No
2014-01-07,Watsonia,12.8,19.7,0.0,6.6,7.0,S,39.0,S,SSW,17.0,22.0,52.0,45.0,1023.9,1022.7,7.0,7.0,14.6,17.7,No,No
2015-02-27,NorfolkIsland,18.9,25.9,0.0,4.8,10.7,E,37.0,SE,E,15.0,24.0,79.0,68.0,1009.6,1009.0,1.0,3.0,22.4,25.1,No,No
2011-08-10,Cairns,11.3,27.2,0.0,6.2,10.8,NE,33.0,SE,NNE,9.0,17.0,55.0,42.0,1015.1,1010.6,0.0,0.0,19.9,24.6,No,No
2011-11-01,NorfolkIsland,17.7,22.0,2.0,0.8,7.4,W,39.0,WSW,SW,22.0,24.0,89.0,69.0,1009.1,1007.6,7.0,6.0,19.0,20.2,Yes,Yes
2013-03-04,AliceSprings,18.7,36.0,0.0,10.6,12.0,SE,39.0,ESE,ESE,13.0,19.0,38.0,21.0,1006.2,1002.3,1.0,1.0,27.5,33.6,No,No
2010-07-01,Perth,3.0,17.3,0.0,2.2,9.1,NE,22.0,ENE,WSW,9.0,7.0,84.0,42.0,1030.6,1026.5,1.0,6.0,9.4,16.1,No,No
2010-05-22,Canberra,0.6,15.0,0.0,1.2,7.5,E,20.0,SE,S,6.0,11.0,79.0,35.0,1023.6,1021.2,1.0,4.0,7.2,14.0,No,No
2012-03-19,Mildura,14.9,28.0,0.0,5.2,11.1,NE,43.0,ENE,ENE,20.0,22.0,67.0,35.0,1020.3,1016.7,1.0,1.0,18.8,27.3,No,No
2015-10-16,Sydney,17.3,27.5,0.0,6.8,11.9,NNE,43.0,ESE,E,6.0,20.0,60.0,52.0,1021.7,1018.7,0.0,1.0,23.3,27.3,No,No
2017-01-17,Darwin,24.9,33.3,1.4,5.4,10.9,NW,31.0,NNW,WNW,6.0,17.0,75.0,47.0,1008.9,1006.8,7.0,5.0,29.2,32.7,Yes,No
